股票代码,股票简称,最新价,所属概念,股票市场类型,涨跌幅:前复权[20260430],成交额[20260430],主力资金流向[20260430],区间涨跌幅:前复权[20260424-20260430],所属概念数量,a股市值(不含限售股)[20260430],成交量[20260430],主力买入金额[20260430],主力卖出金额[20260430],开盘价:前复权[20260430],最高价:前复权[20260430],最低价:前复权[20260430],收盘价:前复权[20260430],振幅[20260430],market_code,code
300591.SZ,万里马,7.92,网红经济;露营经济;跨境电商;三胎概念;人工智能;腾讯概念;粤港澳大湾区;军民融合;军工,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;沪深AB股;沪深A股;深证AB股;深证A股;深证上市公司,3.125,2.2329678E8,15957828.0,18.208955223880594,9,2775523029.84,2.8381622E7,39382092.0,23424264.0,7.74,7.98,7.66,7.92,4.166666,33,300591
601566.SH,九牧王,10.86,网红经济;福建自贸区;IP经济(谷子经济);海峡两岸;高股息精选;2025年报预增;融资融券;沪股通,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),0.36968577,6.7028015E7,1390115.0,3.2319391634980974,8,6240559449.0,6165300,7097625.0,5707510.0,10.82,10.94,10.81,10.86,1.201478,17,601566
603396.SH,金辰股份,35.28,TOPCON电池;HJT电池;钙钛矿电池;光伏概念;氢能源;高端装备;一带一路;新型工业化;专精特新;融资融券,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股,-0.45146727,1.25252888E8,770767.0,0.9442060085836861,10,4887249423.84,3562249,9073283.0,8302516.0,35.1,35.6,34.85,35.28,2.116252,17,603396
300118.SZ,东方日升,17.74,TOPCON电池;钙钛矿电池;HJT电池;硅能源;光伏建筑一体化;光伏概念;商业航天;储能;绿色电力;华为概念;共同富裕示范区;乡村振兴;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,3.56100409,1.51983013E9,74697604.0,8.501529051987749,14,16441779349.2,8.7452442E7,332486520.0,257788916.0,17,17.79,16.8,17.74,5.779334,33,300118
603051.SH,鹿山新材,23.42,TOPCON电池;钙钛矿电池;BC电池;HJT电池;光伏概念;固态电池;商业航天;POE胶膜;锂电池概念;比亚迪概念;人形机器人;传感器;OLED;柔性屏(折叠屏);氢能源;智能穿戴;水利;融资融券,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股,4.64700626,2.2026246E8,17251204.7,5.685920577617336,18,3785442424.32,9467466,26906383.7,9655179.0,22.95,23.68,22.89,23.42,3.529937,17,603051
301115.SZ,联检科技,21.07,土壤修复;智慧城市;数字孪生;水利;高铁;一带一路;新型城镇化;食品安全;光伏概念;传感器;家用电器;碳中和;芯片概念;房屋检测;特斯拉概念;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;深证AB股;深证A股;深证上市公司,4.20375865,1.2278638E8,5105150.0,1.444390948483393,16,3260934663.98,5960831,14053414.0,8948264.0,20.19,21.37,19.93,21.07,7.121661,33,301115
000826.SZ,*ST启环,1.96,土壤修复;医疗废物处理;垃圾分类;雄安新区;污水处理;碳中和;固废处理;PPP概念;新型城镇化;动力电池回收;智慧城市;地下管网;生物质能发电;数字经济;人工智能;锂电池概念;绿色电力;乡村振兴;车联网(车路协同);多模态AI;新能源汽车;新疆振兴;无人驾驶;ST板块,*ST;全部AB股;全部A股;全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;深证AB股;深证A股;深证上市公司;深证主板A股;风险警示板,1.55440415,2.85059019E8,84290037.0,4.812834224598923,24,2793304060.68,1.52249207E8,122108679.0,37818642.0,1.83,2.01,1.83,1.96,9.326424,33,000826
605069.SH,正和生态,14.19,土壤修复;污水处理;新型城镇化;水利;碳中和;雄安新区;IP经济(谷子经济);智慧城市;旅游概念;数字孪生;乡村振兴;PPP概念;人工智能;数字经济;AI智能体;京津冀一体化;智谱AI;AIGC概念;物业管理;元宇宙,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股,-1.93503801,1.87937953E8,3181716.0,3.728070175438595,20,3003991469.82,1.2986108E7,9492786.0,6311070.0,14.41,14.7,14.19,14.19,3.524533,17,605069
300864.SZ,南大环境,22.27,土壤修复;水利;污水处理;碳中和;净水概念;人工智能;高股息精选;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;深证AB股;深证A股;深证上市公司,1.5041021,4.57060142E7,2589175.4000000004,4.553990610328633,8,3516670910.41,2057400,5094986.4,2505811.0,22.05,22.4,22.04,22.27,1.640838,33,300864
300197.SZ,节能铁汉,1.69,土壤修复;PPP概念;新型城镇化;雄安新区;污水处理;垃圾分类;旅游概念;水利;乡村振兴;碳中和;智慧城市;地下管网;充电桩;粤港澳大湾区;国企改革;一带一路;回购增持再贷款概念;央企国企改革;农业种植;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,1.80722892,1.23297841E8,2752648.0,3.048780487804881,21,5011227005.2,7.4121743E7,31135817.0,28383169.0,1.65,1.69,1.62,1.69,4.216867,33,300197
300703.SZ,创源股份,17.93,托育服务;IP经济(谷子经济);文化传媒概念;体育产业;人工智能;跨境电商;共同富裕示范区;人民币贬值受益;宠物经济;三胎概念;一带一路;国企改革;绿色电力;深股通,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,0.90039392,1.51466473E8,480212.0,-5.5818852027382775,14,2981265171.94,8294300,15699808.0,15219596.0,17.66,18.76,17.62,17.93,6.415306,33,300703
002955.SZ,鸿合科技,25.83,托育服务;创投;人工智能;鸿蒙概念;人民币贬值受益;体育产业;华为概念;AI应用;在线教育;DeepSeek概念;云办公;腾讯概念;多模态AI;股权转让(并购重组);深股通,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,1.05633803,4.0227969E7,1578765.0,0.42768273716951566,15,5053558187.16,1555050,2077494.0,498729.0,25.66,26.18,25.55,25.83,2.464788,33,002955
603117.SH,万林物流,4.68,统一大市场;自由贸易港;航运概念,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股,-2.7027027,1.02901956E8,1608862.0,6.363636363636349,3,2804245432.56,2.2172284E7,6258541.0,4649679.0,4.75,4.75,4.55,4.68,4.158004,17,603117
000906.SZ,浙商中拓,6.34,统一大市场;中俄贸易概念;装配式建筑;ERP概念;国企改革;工业互联网;煤炭概念;新能源汽车;储能;深股通,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,0.47543582,1.44058161E8,686314.0,9.688581314878885,10,4445860103.76,2.2709687E7,14976571.0,14290257.0,6.26,6.42,6.26,6.34,2.535657,33,000906
603569.SH,长久物流,6.69,统一大市场;中俄贸易概念;智能物流;雄安新区;航运概念;一带一路;比亚迪概念;数字经济;无人驾驶;数据要素;动力电池回收;储能;沪股通,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通,-0.44642857,2.813647E7,384580.0,5.023547880690742,13,4037463509.19,4205300,384580.0,0.0,6.66,6.74,6.64,6.69,1.488095,17,603569
300240.SZ,飞力达,6.94,统一大市场;中俄贸易概念;网约车;冷链物流;智能物流;航运概念;创投;一带一路;人工智能;新能源汽车;小米概念;车联网(车路协同);特斯拉概念;无人驾驶;阿里巴巴概念,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;沪深AB股;沪深A股;深证AB股;深证A股;深证上市公司,0.14430014,4.2908169E7,103271.0,7.4303405572755485,15,2521667384.06,6188000,3744943.0,3641672.0,6.93,7.01,6.86,6.94,2.164502,33,300240
002468.SZ,申通快递,16.35,统一大市场;智能物流;数字经济;长三角一体化;人工智能;阿里巴巴概念;乡村振兴;回购增持再贷款概念;2026一季报预增;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,-1.32770066,4.52225402E8,22553996.0,-7.783417935702194,11,23938136353.65,2.7655169E7,68286171.0,45732175.0,16.58,16.63,16.17,16.35,2.776101,33,002468
603329.SH,上海雅仕,11.25,统一大市场;一带一路;自由贸易港;上海自贸区;国企改革;长三角一体化;新疆振兴;融资融券,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股,0.17809439,2.11299245E8,2375275.5999999996,10.294117647058831,8,2321809346.25,1.8702789E7,13337860.1,10962584.5,11.03,11.44,11.03,11.25,3.650934,17,603329
600704.SH,物产中大,5.12,统一大市场;参股保险;参股银行;国企改革;养老概念;医美概念;大豆;一带一路;汽车拆解概念;化债概念(AMC概念);小金属概念;高股息精选;辅助生殖;跨境电商;期货概念;共同富裕示范区;脑机接口;小米汽车;DeepSeek概念;机器人概念;储能;沪股通;融资融券,上证AB股;上证A股;上证上市公司;上证主板A股;中证500;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),0,2.43464746E8,17967566.0,-1.3487475915221634,23,26476441036.8,4.7708384E7,69821552.0,51853986.0,5.11,5.15,5.07,5.12,1.5625,17,600704
605277.SH,新亚电子,22.83,铜缆高速连接;汽车电子;5G;消费电子概念;华为概念;东数西算(算力);机器人概念;新能源汽车;液冷服务器;F5G概念;数据中心;充电桩;光伏概念;储能;融资融券;沪股通,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),-0.30567686,1.19159714E8,1134374.0,-4.875000000000007,16,7263017095.89,5226800,8678000.0,7543626.0,22.88,23.12,22.6,22.83,2.270742,17,605277
300863.SZ,卡倍亿,57.19,铜缆高速连接;华为汽车;数据中心;新能源汽车;特斯拉概念;长安汽车概念;小米汽车;储能;人形机器人;商业航天;机器人概念;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,-1.31147541,1.46316747E8,1976329.0,-1.0724788098944897,13,10343888616.46,2545029,30818763.0,28842434.0,57.61,58.25,57.1,57.19,1.984469,33,300863
301123.SZ,奕东电子,67.28,铜缆高速连接;共封装光学(CPO);液冷服务器;PCB概念;汽车电子;消费电子概念;新型烟草(电子烟);小米概念;比亚迪概念;人形机器人;新能源汽车;宁德时代概念;机器人概念;锂电池概念;储能;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,1.57004831,7.40075792E8,18438741.0,-0.7815956348621164,17,11104001270.08,1.1240159E7,111594247.0,93155506.0,66.2,68.16,63.87,67.28,6.476449,33,301123
002025.SZ,航天电器,73.19,铜缆高速连接;共封装光学(CPO);光纤概念;卫星导航;5G;液冷服务器;商业航天;数据中心;大飞机;军工;同花顺新质50;小米概念;华为概念;机器视觉;比亚迪概念;低空经济;新能源汽车;核电;智能物流;央企国企改革;西部大开发;国企改革;深股通;融资融券,中证500;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,8.15723363,3.06980999E9,340726320.0,-0.5570652173912998,24,33218840373.81,4.2814067E7,745994620.0,405268300.0,68.7,74.44,67.95,73.19,9.59066,33,002025
002179.SZ,中航光电,36.56,铜缆高速连接;6G概念;成飞概念;大飞机;卫星导航;商业航天;军民融合;光纤概念;军工;无人机;5G;可控核聚变;换电概念;液冷服务器;低空经济;国产航母;特斯拉概念;新能源汽车;充电桩;比亚迪概念;高压快充;光伏概念;芯片概念;储能;核电;量子科技;专精特新;智能电网;无人驾驶;共封装光学(CPO);机器人概念;华为概念;数据中心;车联网(车路协同);国企改革;深股通;融资融券;中字头股票,中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深300;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证100R;深证AB股;深证A股;深证上市公司;深证主板A股,0.85517241,1.23175077E9,62642821.0,1.980474198047422,38,76648177136.56,3.3882828E7,234627204.0,171984383.0,36.23,37.22,35.6,36.56,4.468965,33,002179
688800.SH,瑞可达,105.0,铜缆高速连接;5G;液冷服务器;6G概念;毫米波雷达;数据中心;高压快充;专精特新;比亚迪概念;卫星导航;商业航天;人形机器人;新能源汽车;2025年报预增;特斯拉概念;机器人概念;军工;充电桩;光伏概念;储能;飞行汽车(eVTOL);换电概念;低空经济;军民融合;医疗器械概念;沪股通;融资融券,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深股通;沪股通;沪股通(可融资融券);科创板,13.61177234,2.33356963E9,282623910.0,14.754098360655737,27,21595805175.0,2.296024E7,752025300.0,469401390.0,94.21,107.49,94.21,105.0,14.369184,17,688800
